athlete_id,age,weight,resting_hr,avg_hr,max_hr,hrv,vo2max,speed_avg,distance_km,duration_min,training_load,sleep_hours,fatigue_score,performance_score,injury_risk
32,28,78.9,68.0,147.4,166.5,66.4,42.9,13.5,5.78,25.7,37.9,7.9,0.0,64.2,0
68,27,81.6,65.0,166.5,185.4,70.8,48.4,13.57,7.34,32.5,54.0,5.0,1.7,63.0,0
55,35,67.1,41.0,155.4,168.5,74.6,49.0,10.84,12.9,71.4,111.0,5.3,1.6,58.2,1
75,35,59.4,76.0,151.0,166.3,72.9,37.0,15.89,7.41,28.0,42.2,6.5,0.1,66.5,0
56,34,66.7,62.0,163.6,187.6,63.3,50.7,12.54,4.2,20.1,32.9,7.3,0.0,65.4,0
17,25,72.1,54.0,151.1,172.2,63.5,52.6,13.71,5.99,26.2,39.6,8.3,0.0,68.5,0
38,32,62.3,61.0,180.9,201.4,88.5,47.5,11.79,5.19,26.4,47.7,7.1,0.0,62.6,0
24,25,62.3,61.0,128.4,150.0,74.5,62.2,11.46,9.07,47.5,61.0,6.8,0.0,67.8,0
69,34,72.8,55.0,142.3,162.7,55.8,43.9,15.33,5.31,20.8,29.6,7.6,0.0,68.2,0
98,29,69.6,62.0,148.1,174.3,66.0,45.8,13.08,8.81,40.4,59.9,6.1,0.9,62.8,0
70,25,70.3,55.0,156.6,177.2,61.6,45.6,14.9,5.79,23.3,36.5,7.1,0.0,68.1,0
86,31,63.9,57.0,169.0,181.7,63.6,47.5,12.51,1.63,7.8,13.2,5.8,1.1,61.9,0
11,21,68.2,55.0,149.6,177.8,52.7,46.0,10.3,8.92,51.9,77.7,7.1,0.7,57.7,0
16,18,62.6,49.0,128.7,150.5,60.9,39.6,10.83,8.45,46.8,60.2,6.9,0.4,56.7,0
97,18,77.1,61.0,162.6,179.7,83.1,44.7,12.21,9.55,47.0,76.4,6.2,0.0,62.2,0
73,36,78.3,65.0,161.3,175.1,70.8,47.4,10.75,5.98,33.4,53.9,7.2,0.0,60.5,0
59,33,55.2,64.0,120.9,142.9,40.1,55.4,9.79,5.66,34.7,42.0,7.2,1.0,59.6,0
70,31,62.6,67.0,149.9,169.4,77.2,61.2,14.4,9.2,38.3,57.5,8.2,0.0,73.3,0
80,38,58.0,63.0,126.1,154.0,75.9,56.0,10.91,12.56,69.1,87.1,5.4,1.2,61.7,1
93,33,64.8,56.0,140.0,158.3,61.4,43.3,12.28,8.03,39.3,55.0,6.9,0.3,61.3,0
3,22,69.3,67.0,136.5,152.3,72.2,43.8,12.59,9.27,44.2,60.3,6.2,0.5,61.8,0
20,26,58.4,49.0,162.1,186.6,56.4,47.0,10.82,7.04,39.0,63.2,7.9,0.0,60.5,0
59,19,62.6,53.0,151.8,176.4,60.3,58.7,14.9,3.37,13.6,20.6,7.8,0.0,73.3,0
36,35,62.0,52.0,130.7,151.6,80.0,47.0,9.77,10.9,67.0,87.6,7.5,0.0,58.3,1
19,23,71.7,69.0,163.2,186.6,62.3,40.0,12.52,10.73,51.4,83.9,6.3,1.0,59.0,1
90,26,70.6,68.0,128.5,148.3,46.3,45.0,12.49,10.13,48.7,62.5,7.9,0.1,62.8,0
67,18,64.2,64.0,155.0,176.1,64.4,52.5,11.89,7.45,37.6,58.3,5.5,1.6,61.6,0
19,26,71.4,69.0,137.8,163.6,64.2,52.1,9.41,9.79,62.5,86.1,5.3,2.0,55.8,1
20,33,65.6,53.0,144.5,167.6,77.0,46.8,13.74,10.68,46.6,67.4,5.7,0.8,64.7,0
96,30,67.8,63.0,157.6,176.7,65.1,52.1,13.49,12.86,57.2,90.1,7.0,0.2,67.4,1
71,26,83.4,59.0,157.8,184.6,60.8,34.4,10.65,10.97,61.8,97.5,7.7,0.0,55.0,1
52,38,80.7,67.0,170.1,178.2,75.5,48.6,13.41,8.19,36.6,62.3,4.0,2.5,61.2,0
33,30,59.6,59.0,148.8,179.0,66.2,53.2,12.75,4.08,19.2,28.5,8.3,0.0,66.8,0
40,26,76.6,57.0,154.6,166.1,57.5,43.0,9.44,8.47,53.8,83.2,7.1,0.4,55.3,1
39,28,76.5,64.0,143.4,160.3,76.5,43.0,10.29,8.77,51.1,73.3,5.4,1.1,55.6,0
82,21,60.8,67.0,152.7,172.5,66.9,36.8,14.28,10.13,42.6,65.0,7.1,0.0,63.3,0
1,19,76.6,55.0,156.6,175.9,65.0,57.5,12.62,12.06,57.4,89.8,8.1,0.0,68.3,1
11,23,82.3,60.0,148.5,173.6,66.8,43.7,10.87,7.71,42.6,63.2,7.6,0.0,59.2,0
92,31,61.0,52.0,122.9,137.7,54.3,49.4,10.28,14.3,83.5,102.6,8.1,0.0,60.3,1
57,21,62.7,40.0,155.0,176.3,59.7,51.6,10.97,2.72,14.9,23.1,5.6,1.5,59.6,0
89,23,78.1,62.0,155.5,172.6,65.0,57.1,11.11,9.26,50.0,77.7,6.6,0.6,63.9,0
50,36,72.2,65.0,139.8,161.3,63.1,47.1,10.31,5.6,32.6,45.6,6.1,1.0,57.4,0
23,23,74.4,62.0,130.7,150.4,77.7,44.8,8.52,2.28,16.1,21.0,8.7,0.0,54.9,0
31,19,72.7,44.0,172.1,192.6,67.2,49.0,14.28,7.39,31.1,53.5,7.6,0.0,68.2,0
94,35,73.1,57.0,157.4,174.6,73.5,55.7,13.94,3.63,15.6,24.6,9.8,0.0,70.2,0
42,30,59.4,42.0,146.6,164.0,65.1,47.0,9.45,7.52,47.7,69.9,6.5,0.6,56.6,0
99,26,78.4,71.0,132.9,154.4,75.6,42.3,12.27,8.1,39.6,52.7,6.3,0.2,61.0,0
7,36,79.4,51.0,137.7,162.4,69.0,38.8,10.2,11.36,66.8,92.0,6.9,0.2,55.6,1
16,30,68.2,70.0,169.5,186.5,65.1,40.7,11.48,3.48,18.2,30.8,8.4,0.0,59.2,0
90,28,69.7,68.0,152.1,167.7,64.9,53.2,11.31,10.73,56.9,86.5,6.6,0.6,62.8,1
60,18,57.8,53.0,141.7,164.8,55.5,46.1,11.14,8.29,44.7,63.3,7.1,0.4,59.9,0
2,39,74.1,51.0,157.6,177.5,70.1,44.4,16.01,11.09,41.6,65.5,7.1,0.0,69.8,0
1,24,74.6,63.0,137.8,161.9,64.6,43.7,11.12,6.7,36.2,49.8,7.0,0.0,59.7,0
48,38,69.5,53.0,172.5,188.0,60.0,48.5,10.38,4.0,23.1,39.9,6.3,0.9,58.5,0
12,32,79.0,61.0,170.3,181.4,76.1,46.6,10.47,4.35,24.9,42.4,6.9,0.0,59.6,0
69,18,67.3,56.0,143.0,160.3,52.5,46.4,14.09,4.12,17.6,25.1,6.8,0.7,65.4,0
37,29,74.5,46.0,140.6,156.7,60.8,56.1,8.7,9.43,65.1,91.5,7.0,0.4,59.0,1
32,24,61.8,42.0,110.7,130.3,75.3,57.2,10.47,12.43,71.2,78.8,7.9,0.0,63.8,1
9,32,69.8,62.0,127.8,144.6,68.2,38.3,14.89,6.31,25.4,32.5,8.8,0.0,65.1,0
99,38,68.6,56.0,129.9,153.6,64.5,50.0,12.49,9.89,47.5,61.7,6.2,0.9,63.1,0
19,36,71.8,56.0,152.0,170.6,67.5,43.3,12.38,3.43,16.6,25.3,6.6,0.1,61.8,0
48,18,67.0,66.0,145.1,165.9,66.8,46.5,16.26,8.54,31.5,45.7,6.2,0.7,69.7,0
80,34,68.9,69.0,129.8,150.6,49.8,49.9,12.49,10.01,48.1,62.4,7.2,0.6,63.7,0
3,34,76.6,58.0,145.8,166.8,61.5,46.7,10.58,3.66,20.7,30.2,6.5,0.6,58.6,0
20,20,66.5,57.0,157.6,177.5,81.2,49.4,11.44,7.39,38.8,61.1,7.2,0.0,62.6,0
24,29,57.1,64.0,157.9,180.5,58.4,52.0,9.73,10.15,62.6,98.8,8.1,0.0,60.3,1
54,23,84.0,49.0,121.5,137.5,61.8,49.8,14.51,-0.8,-3.3,-4.0,4.5,2.4,64.1,0
33,28,81.1,62.0,148.1,175.1,59.6,44.1,13.15,12.01,54.8,81.1,7.5,0.0,63.9,1
24,20,59.7,64.0,129.2,148.1,64.1,44.2,14.25,9.06,38.2,49.3,6.5,0.5,65.2,0
75,25,75.5,65.0,163.5,177.0,59.2,39.4,14.43,10.15,42.2,69.0,7.5,0.0,64.6,0
72,31,66.0,45.0,161.8,182.7,69.9,42.9,11.17,6.76,36.3,58.7,6.1,0.7,58.1,0
36,31,72.1,54.0,136.5,152.3,67.0,59.8,10.11,2.83,16.8,22.9,8.2,0.0,64.1,0
38,27,72.4,53.0,138.5,161.8,72.7,43.2,11.9,9.6,48.4,67.1,7.9,0.0,61.1,0
84,19,68.1,61.0,143.1,174.1,54.5,40.8,10.25,7.75,45.4,64.9,7.6,0.0,56.8,0
99,31,63.7,64.0,116.2,132.3,61.6,49.9,12.33,8.1,39.4,45.8,7.8,0.0,64.6,0
89,26,64.5,72.0,155.0,176.7,62.7,47.3,14.26,11.26,47.4,73.5,6.3,1.0,65.5,0
99,20,62.7,56.0,145.9,157.1,69.6,46.8,11.66,10.29,52.9,77.2,6.4,0.5,61.0,0
25,38,63.3,56.0,164.6,186.8,57.1,56.5,12.3,13.76,67.1,110.5,7.8,0.0,67.2,1
93,25,69.5,69.0,133.5,149.1,74.2,51.3,11.81,8.46,43.0,57.4,6.2,0.3,63.4,0
18,33,64.3,62.0,140.7,157.6,76.9,44.8,13.61,5.93,26.1,36.8,8.4,0.0,65.1,0
82,19,75.5,70.0,127.4,141.9,55.1,45.5,10.66,7.43,41.8,53.3,6.7,0.8,57.8,0
66,23,81.9,62.0,134.9,158.6,60.1,45.0,7.61,9.25,72.9,98.4,7.5,0.0,53.2,1
54,38,65.4,51.0,132.3,157.3,59.7,53.2,12.94,11.05,51.2,67.7,9.1,0.0,67.2,0
35,29,71.9,49.0,164.9,185.1,91.3,46.2,13.98,3.6,15.5,25.5,6.3,0.0,66.4,0
80,22,74.0,48.0,139.5,155.2,60.7,37.2,12.89,8.03,37.3,52.1,7.1,0.2,60.4,0
61,19,73.8,65.0,151.9,179.8,81.8,47.7,10.72,12.83,71.8,109.0,8.1,0.0,60.5,1
41,33,70.6,70.0,144.3,160.5,52.3,38.8,9.73,7.28,44.9,64.8,8.0,0.0,55.0,0
100,22,75.9,75.0,131.0,140.1,55.1,61.1,12.99,10.79,49.9,65.3,6.7,0.9,68.6,0
33,32,73.9,67.0,147.5,169.8,58.1,42.2,12.28,9.48,46.3,68.3,6.5,1.0,59.5,0
68,29,60.1,69.0,159.0,173.5,56.5,47.0,11.75,10.87,55.5,88.2,6.8,0.8,60.6,1
33,21,77.0,55.0,131.9,156.8,62.3,49.5,15.64,5.57,21.4,28.2,8.4,0.0,71.1,0
14,32,77.1,51.0,162.1,180.2,57.9,46.3,10.11,5.58,33.2,53.7,6.7,0.7,57.4,0
21,28,63.9,67.0,137.3,160.3,56.8,46.3,15.55,8.06,31.1,42.7,7.1,0.3,69.0,0
48,33,70.3,63.0,142.8,169.8,76.6,50.5,12.06,3.4,16.9,24.2,6.6,0.0,64.3,0
20,23,75.5,61.0,158.0,171.9,77.2,57.2,8.33,7.19,51.8,81.8,7.7,0.0,59.5,1
8,31,68.3,63.0,140.0,157.2,74.5,52.6,11.64,8.76,45.1,63.2,7.2,0.0,64.3,0
7,35,78.6,63.0,150.6,170.2,70.2,56.9,13.92,13.35,57.6,86.7,6.0,0.9,68.7,1
67,29,88.9,70.0,145.3,173.0,65.9,41.7,11.27,9.21,49.0,71.2,6.0,1.0,57.2,0
17,28,63.7,70.0,151.9,168.6,60.0,49.9,9.05,9.88,65.5,99.5,5.0,2.5,53.1,1
33,30,59.0,64.0,114.3,131.3,55.5,48.9,11.67,11.49,59.1,67.5,6.2,1.4,60.1,0
48,38,72.4,67.0,122.6,144.9,68.6,50.1,10.29,5.11,29.8,36.5,7.8,0.0,60.6,0
76,28,75.8,64.0,159.2,176.4,53.3,56.3,12.98,7.5,34.7,55.2,8.3,0.0,68.5,0
59,33,68.2,56.0,165.6,186.3,55.1,46.7,13.55,15.28,67.7,112.0,7.7,0.1,65.5,1
86,32,81.6,66.0,136.3,148.6,76.5,45.6,9.89,7.76,47.1,64.2,7.6,0.0,58.0,0
22,38,59.3,49.0,146.3,177.4,84.0,51.2,10.59,11.35,64.3,94.1,6.9,0.0,61.7,1
30,32,75.5,68.0,154.4,167.7,68.9,37.3,13.51,10.89,48.4,74.7,7.8,0.0,62.0,0
38,21,65.2,50.0,160.4,178.8,76.1,46.6,10.28,3.57,20.8,33.4,7.3,0.0,59.2,0
51,28,83.8,62.0,119.6,139.4,62.5,47.2,9.84,8.93,54.5,65.2,8.8,0.0,58.5,0
54,36,85.9,53.0,136.7,166.3,51.6,42.5,9.64,8.44,52.5,71.8,6.9,0.9,54.5,0
8,32,63.9,64.0,145.0,158.4,71.1,54.3,12.7,8.99,42.5,61.6,8.3,0.0,67.1,0
27,21,65.6,60.0,160.5,190.5,70.7,41.6,12.62,5.74,27.3,43.8,7.9,0.0,61.9,0
27,38,76.9,47.0,187.5,211.3,65.7,47.2,10.63,4.65,26.2,49.2,7.7,0.0,60.1,0
98,30,66.9,63.0,146.6,168.7,62.6,49.8,12.01,6.57,32.8,48.1,5.0,2.1,59.7,0
21,39,69.6,55.0,128.9,144.0,74.6,56.1,15.05,7.71,30.7,39.6,7.9,0.0,72.6,0
30,36,70.2,67.0,156.0,178.9,55.1,47.9,10.05,11.55,69.0,107.6,6.9,0.9,57.5,1
97,19,54.6,60.0,169.8,186.2,57.3,53.6,8.1,13.45,99.7,169.3,6.6,1.4,54.8,1
28,31,69.9,63.0,151.6,178.0,54.9,52.2,12.91,12.19,56.7,85.9,5.5,2.2,62.4,1
64,21,64.5,52.0,136.4,151.5,65.8,48.7,11.78,10.58,53.9,73.5,7.0,0.1,62.9,0
97,33,66.1,55.0,164.4,183.8,54.1,41.5,10.58,4.99,28.3,46.5,7.0,0.5,56.8,0
69,38,81.5,56.0,160.0,177.2,58.2,39.4,13.3,6.77,30.5,48.9,5.7,1.6,59.1,0
61,37,59.9,67.0,134.6,149.7,57.9,48.6,13.68,8.63,37.9,51.0,5.5,1.8,63.2,0
48,31,76.5,73.0,155.7,179.4,62.4,44.7,7.58,6.1,48.3,75.2,7.5,0.0,53.1,0
19,32,67.8,54.0,165.0,187.6,50.1,53.5,10.69,9.73,54.6,90.1,7.9,0.1,62.7,1
4,20,67.8,69.0,167.7,193.8,65.9,52.5,16.64,10.16,36.7,61.5,7.2,0.0,74.3,0
35,25,76.3,43.0,149.0,160.1,77.5,46.9,13.17,9.61,43.8,65.2,8.2,0.0,65.1,0
64,33,72.7,50.0,144.6,169.9,66.4,41.1,13.35,11.08,49.8,72.0,6.9,0.1,62.9,0
49,27,74.6,52.0,168.4,200.9,80.4,51.1,14.35,5.29,22.1,37.2,6.9,0.0,69.1,0
17,21,77.7,49.0,131.8,149.6,78.3,41.9,12.03,10.8,53.8,71.0,6.1,0.4,60.1,0
44,35,67.3,47.0,156.6,186.1,72.8,43.4,13.59,5.91,26.1,40.9,5.4,1.1,62.3,0
92,19,65.1,63.0,129.4,148.1,65.7,42.1,13.44,5.18,23.1,29.9,8.9,0.0,63.7,0
30,34,61.3,58.0,166.0,179.1,65.2,47.2,13.08,9.6,44.0,73.1,8.1,0.0,65.0,0
93,30,63.4,63.0,146.1,164.6,72.6,55.0,11.36,11.65,61.5,89.9,5.6,1.2,62.3,1
46,21,93.6,66.0,169.0,194.3,61.1,48.0,12.34,9.46,46.0,77.8,7.2,0.2,63.5,0
6,28,80.0,62.0,157.4,173.2,46.2,45.3,10.82,8.06,44.7,70.3,6.9,1.1,57.5,0
99,24,59.2,65.0,131.7,148.7,69.9,38.8,12.03,8.93,44.6,58.7,6.7,0.1,59.4,0
37,29,59.4,59.0,171.4,194.3,53.7,51.3,9.66,8.41,52.2,89.5,6.6,1.2,57.5,1
24,27,73.9,51.0,173.3,193.3,55.4,43.3,10.42,4.62,26.6,46.1,7.4,0.1,58.0,0
93,24,74.4,68.0,163.2,186.2,65.0,48.7,11.44,4.27,22.4,36.6,7.8,0.0,62.4,0
46,30,74.4,55.0,138.6,159.8,64.0,45.9,10.11,7.76,46.1,63.8,7.4,0.0,58.6,0
53,24,68.0,53.0,145.4,167.8,50.9,53.0,10.99,8.24,45.0,65.4,6.9,0.9,61.4,0
95,34,69.0,59.0,152.2,170.0,66.7,47.1,11.67,8.03,41.3,62.8,6.8,0.1,61.9,0
99,27,72.6,53.0,139.4,160.6,74.7,47.6,12.8,10.03,47.0,65.5,7.9,0.0,64.7,0
60,27,70.7,57.0,175.4,190.7,53.7,50.9,13.9,7.35,31.7,55.7,7.5,0.1,67.9,0
97,21,52.2,63.0,152.2,178.6,77.7,60.6,11.07,9.69,52.5,79.9,7.1,0.0,66.4,1
63,37,68.2,63.0,109.4,126.3,49.4,53.3,14.67,7.57,30.9,33.9,7.0,0.7,69.2,0
85,21,63.2,53.0,155.1,180.7,86.2,47.5,13.88,13.47,58.2,90.3,7.3,0.0,66.7,1
32,39,71.4,56.0,144.8,163.6,60.9,48.0,13.01,8.24,38.0,55.0,6.5,0.7,63.8,0
87,24,93.9,69.0,148.9,169.9,66.5,44.9,12.31,15.02,73.2,109.0,7.8,0.0,62.6,1
33,39,72.9,64.0,144.5,162.0,46.1,42.3,12.64,9.06,43.0,62.1,5.9,2.1,58.0,0
67,18,67.5,77.0,162.1,177.0,64.4,44.7,14.37,7.36,30.7,49.8,6.6,0.4,65.7,0
18,29,77.4,69.0,166.8,178.1,67.3,43.4,14.45,5.3,22.0,36.7,7.6,0.0,66.2,0
25,30,73.9,69.0,154.2,169.0,64.1,51.9,14.67,3.67,15.0,23.2,5.9,1.0,68.0,0
95,27,73.4,49.0,144.9,163.3,59.4,41.6,12.08,5.03,25.0,36.2,5.4,1.8,57.2,0
54,32,74.9,66.0,149.4,170.4,55.5,56.0,13.11,5.36,24.5,36.7,7.1,0.3,67.9,0
58,30,86.5,60.0,150.3,175.3,76.3,52.5,14.69,9.18,37.5,56.4,5.3,1.2,68.1,0
67,39,61.0,56.0,138.0,155.7,65.3,48.1,10.75,6.42,35.8,49.4,5.7,1.3,58.2,0
46,39,73.8,61.0,158.7,174.3,80.4,48.0,11.36,8.56,45.2,71.7,7.8,0.0,61.9,0
24,38,62.6,68.0,156.9,169.7,59.7,44.7,12.03,11.85,59.1,92.7,6.8,0.7,60.6,1
32,39,74.4,64.0,173.1,195.5,60.7,49.6,13.8,7.74,33.6,58.2,8.3,0.0,67.4,0
47,26,62.7,53.0,168.8,195.7,73.2,54.5,13.83,14.24,61.8,104.3,5.8,1.1,67.3,1
86,26,66.7,66.0,139.7,166.0,48.8,43.8,11.54,4.47,23.3,32.5,6.9,0.8,59.0,0
23,32,67.6,55.0,162.3,185.9,52.9,38.8,8.98,7.55,50.4,81.8,7.4,0.4,52.8,1
66,27,77.8,62.0,135.7,158.9,76.0,52.2,12.49,6.38,30.7,41.6,5.8,0.6,64.7,0
27,27,77.3,58.0,160.4,188.9,53.3,49.9,10.16,10.81,63.8,102.4,8.0,0.0,60.3,1
2,25,60.0,58.0,142.3,163.9,46.8,41.3,9.02,1.28,8.5,12.1,7.5,0.2,54.1,0
90,33,70.4,66.0,134.7,157.9,83.7,43.6,9.47,3.67,23.3,31.3,5.4,0.6,55.2,0
17,34,64.3,52.0,154.2,172.6,51.1,42.8,12.65,7.68,36.4,56.1,7.0,0.8,60.9,0
33,22,59.9,76.0,109.9,123.1,66.8,43.7,14.72,12.65,51.6,56.7,7.4,0.0,66.9,0
9,21,68.3,45.0,123.7,140.3,65.7,46.1,12.08,8.68,43.1,53.3,6.4,0.6,61.4,0
43,35,67.5,55.0,147.3,167.3,36.9,46.4,12.42,3.95,19.1,28.1,5.5,2.8,57.9,0
48,36,89.4,63.0,151.2,171.5,62.3,44.1,14.37,4.41,18.4,27.8,7.3,0.0,66.4,0
39,21,73.5,65.0,144.5,174.1,69.5,43.5,8.91,13.02,87.7,126.6,9.2,0.0,55.2,1
93,24,59.0,59.0,126.3,146.7,68.5,46.6,13.04,6.14,28.2,35.7,6.6,0.1,64.5,0
42,27,65.5,60.0,137.7,163.6,74.0,49.0,11.98,5.17,25.9,35.7,8.6,0.0,63.6,0
26,35,78.2,63.0,155.9,173.7,61.1,46.1,13.13,12.43,56.8,88.5,6.2,1.1,62.4,1
99,36,86.7,58.0,158.7,177.2,72.1,55.0,11.03,11.03,60.0,95.2,7.2,0.0,64.0,1
50,21,57.3,71.0,149.8,163.1,58.1,51.0,10.36,11.82,68.4,102.5,7.8,0.0,61.1,1
25,27,55.0,67.0,167.4,183.6,50.9,38.5,12.28,5.15,25.2,42.1,7.0,0.7,58.6,0
24,18,85.0,67.0,156.0,178.6,52.0,51.1,15.3,3.42,13.4,20.9,6.7,0.8,69.5,0
13,35,73.1,52.0,138.8,158.8,50.4,51.6,13.72,8.4,36.7,51.0,7.7,0.0,68.1,0
60,22,63.1,59.0,145.8,170.5,75.1,45.4,10.98,9.01,49.2,71.7,8.9,0.0,60.1,0
7,32,74.3,58.0,129.0,149.9,49.9,39.0,9.32,9.09,58.6,75.5,7.3,0.6,53.1,0
57,34,48.9,52.0,148.4,166.6,67.7,48.0,8.64,12.43,86.4,128.2,6.5,0.8,55.0,1
36,20,70.0,63.0,166.7,197.4,62.3,48.0,14.63,2.8,11.5,19.1,6.8,0.2,68.1,0
45,29,72.6,56.0,160.3,179.8,64.0,41.3,10.09,10.58,62.9,100.8,9.5,0.0,56.7,1
20,19,77.4,65.0,171.0,196.8,78.6,39.3,11.35,4.71,24.9,42.6,7.1,0.0,58.4,0
65,18,61.9,51.0,145.5,163.5,60.6,47.5,14.64,10.57,43.3,63.0,6.4,0.9,66.5,0
8,38,70.7,74.0,170.2,193.7,71.1,46.6,8.77,6.58,45.0,76.5,5.9,1.0,54.2,0
16,34,62.6,53.0,147.1,171.7,65.4,45.5,14.98,5.56,22.3,32.7,5.2,1.7,64.7,0
14,39,72.0,62.0,172.1,193.1,63.5,47.5,11.49,6.17,32.2,55.4,7.4,0.0,62.0,0
76,33,62.8,66.0,149.7,157.9,88.0,41.4,9.7,3.66,22.7,33.9,7.7,0.0,56.0,0
87,22,66.7,55.0,160.6,180.7,50.6,45.4,11.51,8.12,42.4,68.0,6.6,1.2,58.8,0
15,32,62.0,67.0,172.1,198.3,77.9,51.2,10.55,5.68,32.3,55.6,7.0,0.0,61.6,0
92,20,75.2,50.0,147.1,169.7,71.6,45.9,12.88,10.36,48.2,71.0,5.8,0.9,62.2,0
98,24,76.9,72.0,153.3,175.5,60.2,38.0,10.7,9.92,55.6,85.2,7.1,0.3,56.0,1
66,28,68.1,60.0,169.3,180.7,81.3,45.2,8.18,13.06,95.9,162.3,7.5,0.0,54.4,1
32,27,70.3,55.0,148.0,164.4,46.5,41.6,11.56,9.1,47.2,69.9,6.5,1.6,56.6,0
87,26,58.4,58.0,130.2,152.2,59.8,49.6,9.29,9.56,61.8,80.4,8.7,0.0,58.4,1
63,31,67.6,66.0,182.1,204.2,52.9,49.9,12.41,12.2,59.0,107.5,6.2,1.7,61.3,1
86,30,69.6,55.0,143.0,169.0,69.1,38.0,9.63,6.12,38.1,54.5,7.3,0.0,54.5,0
51,19,91.0,54.0,152.4,171.7,53.9,52.6,11.02,3.54,19.2,29.3,7.8,0.0,63.1,0
25,20,61.1,58.0,167.3,189.4,69.3,41.3,12.37,8.6,41.7,69.8,6.9,0.0,61.3,0
58,24,81.7,51.0,140.9,161.0,63.1,57.4,11.58,3.73,19.3,27.3,6.8,0.2,65.8,0
63,38,78.0,75.0,134.9,149.9,60.2,47.7,12.5,15.36,73.7,99.5,5.6,1.9,60.3,1
62,35,72.2,55.0,153.8,162.5,68.9,40.5,13.36,12.37,55.5,85.4,8.4,0.0,62.9,1
22,20,84.1,67.0,123.1,145.3,62.3,41.1,9.68,14.49,89.8,110.5,6.8,0.6,54.6,1
58,27,73.0,62.0,145.7,166.6,54.1,50.1,11.87,8.19,41.4,60.3,7.5,0.1,63.7,0
58,39,73.1,52.0,153.7,170.6,93.0,45.7,5.34,9.65,108.4,166.6,7.7,0.0,48.9,1
86,24,69.6,60.0,146.0,157.9,60.1,47.4,12.49,6.62,31.8,46.4,6.4,0.9,62.2,0
49,26,79.8,66.0,126.8,150.0,42.8,57.7,11.4,10.65,56.1,71.1,6.8,1.4,63.0,0
52,34,78.8,58.0,173.9,192.6,56.6,43.8,10.03,4.35,26.0,45.3,8.3,0.0,57.6,0
42,28,65.0,70.0,151.6,174.3,52.3,48.4,12.63,0.37,1.8,2.7,5.9,1.5,61.6,0
70,24,59.4,68.0,171.5,200.8,73.3,56.5,14.35,5.63,23.5,40.4,9.1,0.0,71.3,0
15,31,68.4,67.0,146.1,155.4,68.2,49.6,11.05,3.63,19.7,28.8,6.3,0.5,61.0,0
54,36,63.6,56.0,136.8,153.3,69.0,38.4,10.11,12.43,73.8,100.9,5.8,1.2,53.1,1
60,21,69.5,51.0,154.0,173.0,61.3,51.0,12.33,13.45,65.4,100.8,7.1,0.3,64.5,1
97,23,79.9,55.0,146.8,174.0,62.2,41.0,9.33,3.79,24.4,35.8,9.2,0.0,55.1,0
8,27,66.3,62.0,132.3,144.2,61.3,56.4,10.68,11.88,66.7,88.3,5.1,2.3,59.4,1
53,24,69.7,64.0,172.0,201.7,64.2,43.1,14.44,10.85,45.1,77.6,6.9,0.3,65.5,0
60,30,70.5,43.0,140.7,161.3,73.4,65.8,12.12,3.29,16.3,22.9,7.5,0.0,70.6,0
5,31,76.8,60.0,122.4,141.9,68.4,56.8,8.24,6.83,49.7,60.9,7.0,0.0,59.2,0
68,21,52.0,61.0,169.9,188.9,70.0,43.2,8.41,6.26,44.7,75.9,7.4,0.0,54.1,0
6,25,65.1,58.0,142.4,160.3,70.0,48.1,12.32,10.24,49.9,71.0,6.3,0.6,62.7,0
96,22,71.7,70.0,140.9,166.1,73.8,52.5,13.72,4.31,18.9,26.6,6.4,0.0,68.4,0
94,18,79.6,63.0,123.5,138.2,67.9,52.7,8.76,7.7,52.7,65.1,6.9,0.1,58.5,0
47,21,66.1,70.0,176.1,197.8,68.6,50.7,12.9,5.94,27.6,48.7,5.9,0.9,64.2,0
99,20,55.0,58.0,130.7,148.7,76.9,55.5,14.66,9.42,38.6,50.4,7.0,0.0,71.5,0
55,26,75.0,67.0,150.9,167.1,58.3,47.3,15.78,7.35,28.0,42.2,6.6,0.7,69.1,0
40,25,64.9,73.0,163.7,196.6,56.4,45.8,12.66,6.39,30.3,49.6,6.5,0.9,61.9,0
52,18,60.5,70.0,156.3,178.4,53.1,45.9,13.01,7.36,33.9,53.0,7.3,0.3,63.8,0
16,23,65.0,51.0,149.1,172.2,66.8,53.2,7.73,14.11,109.5,163.2,5.2,2.3,52.1,1
13,26,68.5,58.0,124.5,150.2,46.5,50.2,16.2,6.75,25.0,31.1,6.8,1.1,70.4,0
30,24,65.2,57.0,137.9,150.7,69.6,49.7,10.85,4.88,27.0,37.2,9.3,0.0,61.6,0
19,21,52.4,64.0,152.8,181.6,63.9,52.8,10.13,9.75,57.7,88.2,5.9,1.3,58.7,1
17,30,77.2,65.0,138.2,145.6,76.3,35.7,11.49,7.57,39.5,54.6,8.3,0.0,57.3,0
63,34,80.2,53.0,153.1,169.2,58.3,49.9,15.02,3.75,15.0,22.9,7.1,0.1,69.7,0
19,19,75.2,61.0,160.2,177.9,63.0,49.3,16.42,14.69,53.7,86.1,6.4,0.9,70.8,1
92,22,60.9,44.0,164.4,187.3,76.2,58.0,12.25,6.94,34.0,55.9,5.7,0.8,66.1,0
58,29,68.4,72.0,131.6,152.7,78.8,38.8,14.0,6.87,29.4,38.7,7.1,0.0,63.5,0
